"StockCode","sciname","Loo","TLinfinity","K","SE_K","SD_K","LCL_K","UCL_K","Temperature","DeltaT"
528,"Anoplopoma fimbria",75.6,NA,0.208,NA,NA,NA,NA,NA,NA
528,"Anoplopoma fimbria",80.2,NA,0.222,NA,NA,NA,NA,NA,NA
528,"Anoplopoma fimbria",65.3,NA,0.227,NA,NA,NA,NA,NA,NA
528,"Anoplopoma fimbria",67.8,NA,0.29,NA,NA,NA,NA,NA,NA
4227,"Erilepis zonifer",186.3,186.3,0.0744,NA,NA,NA,NA,NA,NA
12659,"Leporinus friderici",40.9,47.41224,0.248,NA,NA,NA,NA,NA,NA
18627,"Leporinus obtusidens",72.4,72.4,0.19,NA,NA,NA,NA,20,NA
50297,"Anotopterus nikparini",110,110,0.5,NA,NA,NA,NA,4,NA
3260,"Aphredoderus sayanus",8.3,8.2,0.96,NA,NA,NA,NA,NA,NA
3260,"Aphredoderus sayanus",11.5,11.5,0.68,NA,NA,NA,NA,NA,NA
1888,"Apogon imberbis",15,15,0.9,NA,NA,NA,NA,19,NA
8544,"Jaydia lineata",11.9,11.9,0.37,NA,NA,NA,NA,15.5,9
8544,"Jaydia lineata",8.7,8.7,1.12,NA,NA,NA,NA,15.5,9
8544,"Jaydia lineata",8.5,8.5,1.23,NA,NA,NA,NA,16,11
8544,"Jaydia lineata",9.5,9.5,0.5,NA,NA,NA,NA,16,11
4787,"Ostorhinchus cyanosoma",9.2,9.2,2.93,NA,NA,NA,NA,24,NA
14687,"Pterapogon kauderni",7.1,10.7,0.74,NA,NA,NA,NA,28,NA
6040,"Rhabdamia gracilis",5,6.49351,2.67,NA,NA,NA,NA,27.3,NA
2272,"Arapaima gigas",248,NA,0.2552,NA,NA,NA,NA,NA,NA
2272,"Arapaima gigas",386,NA,0.0986,NA,NA,NA,NA,NA,NA
2582,"Heterotis niloticus",95.3,109.595,0.191,NA,NA,NA,NA,NA,NA
2582,"Heterotis niloticus",78.1,89.81499,0.281,NA,NA,NA,NA,NA,NA
2582,"Heterotis niloticus",101,116.15,0.147,NA,NA,NA,NA,NA,NA
2582,"Heterotis niloticus",102,117.3,0.14,NA,NA,NA,NA,NA,NA
2582,"Heterotis niloticus",106,121.9,0.224,NA,NA,NA,NA,NA,NA
2582,"Heterotis niloticus",155,178.25,0.086,NA,NA,NA,NA,NA,NA
2582,"Heterotis niloticus",159,182.85001,0.065,NA,NA,NA,NA,NA,NA
2582,"Heterotis niloticus",151,151,0.22,NA,NA,NA,NA,27,NA
2582,"Heterotis niloticus",107,107,0.399,NA,NA,NA,NA,NA,NA
2582,"Heterotis niloticus",103,103,0.22,NA,NA,NA,NA,NA,NA
2895,"Argentina sialis",22,22,0.54,NA,NA,NA,NA,4,NA
2896,"Argentina silus",39.3,39.3,0.179,NA,NA,NA,NA,7,NA
2896,"Argentina silus",42.5,42.5,0.166,NA,NA,NA,NA,7,NA
2896,"Argentina silus",43.8,43.8,0.139,NA,NA,NA,NA,7.5,NA
2896,"Argentina silus",45.4,45.4,0.199,NA,NA,NA,NA,7,NA
2896,"Argentina silus",50.7,50.7,0.12,NA,NA,NA,NA,9,NA
2896,"Argentina silus",52.5,52.5,0.121,NA,NA,NA,NA,4.5,NA
2896,"Argentina silus",55.6,55.6,0.143,NA,NA,NA,NA,-0.4,NA
2896,"Argentina silus",42.6,42.6,0.192,NA,NA,NA,NA,9,NA
2896,"Argentina silus",40.3,40.3,0.207,NA,NA,NA,NA,9,NA
2896,"Argentina silus",40,NA,0.137,NA,NA,NA,NA,NA,NA
2896,"Argentina silus",34,NA,0.622,NA,NA,NA,NA,NA,NA
2896,"Argentina silus",37,NA,0.435,NA,NA,NA,NA,NA,NA
2896,"Argentina silus",38,NA,0.567,NA,NA,NA,NA,NA,NA
2896,"Argentina silus",40,NA,0.137,NA,NA,NA,NA,NA,NA
2896,"Argentina silus",41,NA,0.2,NA,NA,NA,NA,NA,NA
2896,"Argentina silus",42,NA,0.3,NA,NA,NA,NA,NA,NA
2896,"Argentina silus",44,NA,0.234,NA,NA,NA,NA,NA,NA
2896,"Argentina silus",45,NA,0.197,NA,NA,NA,NA,NA,NA
2896,"Argentina silus",45,NA,0.244,NA,NA,NA,NA,NA,NA
2896,"Argentina silus",46,NA,0.185,NA,NA,NA,NA,NA,NA
2896,"Argentina silus",54,NA,0.091,NA,NA,NA,NA,NA,NA
2896,"Argentina silus",56,NA,0.151,NA,NA,NA,NA,NA,NA
30,"Argentina sphyraena",22.3,22.3,0.278,NA,NA,NA,NA,14,NA
271,"Glossanodon semifasciatus",19,19,1.2,NA,NA,NA,NA,22,NA
271,"Glossanodon semifasciatus",25.5,25.5,0.27,NA,NA,NA,NA,15,NA
2755,"Bathyraja interrupta",53.7,53.7,0.237,NA,NA,NA,NA,NA,NA
2755,"Bathyraja interrupta",58,58,0.185,NA,NA,NA,NA,NA,NA
17932,"Bathyraja minispinosa",147,NA,0.02,NA,NA,NA,NA,NA,NA
2767,"Bathyraja trachura",101,NA,0.09,NA,NA,NA,NA,NA,NA
13642,"Ariopsis guatemalensis",50.8,58.60038,0.0598,NA,NA,NA,NA,26.5,NA
13642,"Ariopsis guatemalensis",85.9,99.09002,0.111,NA,NA,NA,NA,26.5,NA
5162,"Arius latiscutatus",65,75.9,0.154,NA,NA,NA,NA,27,NA
1297,"Arius maculatus",45,45,0.73,NA,NA,NA,NA,23,NA
5179,"Arius parkii",61.2,70.4,0.171,NA,NA,NA,NA,27,NA
974,"Bagre bagre",57.89,NA,0.16,NA,NA,NA,NA,NA,NA
5161,"Carlarius heudelotii",68.5,68.5,0.148,NA,NA,NA,NA,26.6,NA
5161,"Carlarius heudelotii",70,83.8,0.142,NA,NA,NA,NA,27,NA
13941,"Genidens barbus",63.8,63.8,0.129,NA,NA,NA,NA,NA,NA
10543,"Netuma thalassina",60,60,0.65,NA,NA,NA,NA,27,NA
10543,"Netuma thalassina",106,106,0.064,NA,NA,NA,NA,21.8,NA
10543,"Netuma thalassina",52.7,52.7,0.267,NA,NA,NA,NA,27,NA
10543,"Netuma thalassina",84.8,84.8,0.199,NA,NA,NA,NA,27.6,NA
10543,"Netuma thalassina",68,68,0.45,NA,NA,NA,NA,28,NA
13661,"Notarius troschelii",48,48,0.2,NA,NA,NA,NA,26.5,NA
1304,"Plicofollis dussumieri",103,103,0.167,NA,NA,NA,NA,27,NA
1315,"Plicofollis tenuispinis",82,82,0.211,NA,NA,NA,NA,27.5,NA
964,"Sciades couma",80,NA,0.45,NA,NA,NA,NA,NA,NA
968,"Sciades parkeri",119,NA,0.46,NA,NA,NA,NA,NA,NA
971,"Sciades proops",90,NA,0.5,NA,NA,NA,NA,NA,NA
1311,"Sciades sona",60.6,60.6,0.36,NA,NA,NA,NA,NA,NA
1318,"Ariomma indicum",21,24.70588,1.11,NA,NA,NA,NA,20,NA
1318,"Ariomma indicum",22.5,26.47059,1.13,NA,NA,NA,NA,20,NA
1318,"Ariomma indicum",21.7,25.52941,1.1,NA,NA,NA,NA,28.7,NA
1318,"Ariomma indicum",23.5,23.5,0.571,NA,NA,NA,NA,28,NA
1318,"Ariomma indicum",18.5,18.5,0.63,NA,NA,NA,NA,27,NA
1318,"Ariomma indicum",22,25.9,1.12,NA,NA,NA,NA,28,NA
406,"Arripis georgianus",26.2,26.2,0.82,NA,NA,NA,NA,17.5,7
406,"Arripis georgianus",23.9,23.9,0.99,NA,NA,NA,NA,17.5,7
14356,"Arripis trutta",22.1,25.11364,1.7,NA,NA,NA,NA,15,NA
14356,"Arripis trutta",49.5,56.3,0.38,NA,NA,NA,NA,15,NA
14356,"Arripis trutta",57.7,65.56818,0.291,NA,NA,NA,NA,15,NA
14356,"Arripis trutta",58.7,66.7,0.3,NA,NA,NA,NA,17,NA
14356,"Arripis trutta",55.2,62.72727,0.29,NA,NA,NA,NA,15,NA
14356,"Arripis trutta",55.3,62.84091,0.27,NA,NA,NA,NA,15,NA
14356,"Arripis trutta",56.9,64.6591,0.24,NA,NA,NA,NA,12,NA
14356,"Arripis trutta",53,60.22727,0.33,NA,NA,NA,NA,15,NA
14356,"Arripis trutta",53.9,61.25,0.26,NA,NA,NA,NA,15,NA
14356,"Arripis trutta",55.6,63.18182,0.24,NA,NA,NA,NA,12,NA
14328,"Arripis truttacea",32.1,37.23898,0.694,NA,NA,NA,NA,15,NA
14328,"Arripis truttacea",62.9,72.96984,0.275,NA,NA,NA,NA,15,NA
14328,"Arripis truttacea",68.9,79.9,0.261,NA,NA,NA,NA,17,NA
14328,"Arripis truttacea",75.6,87.70302,0.3,NA,NA,NA,NA,12.5,NA
7823,"Aspredinichthys filamentosus",33.68,NA,0.65,NA,NA,NA,NA,NA,NA
7825,"Aspredo aspredo",44.8,NA,0.28,NA,NA,NA,NA,NA,NA
12478,"Bunocephalus coracoideus",16.2,16.2,0.77,NA,NA,NA,NA,NA,NA
1892,"Atherina boyeri",8.46,NA,0.81,NA,NA,NA,NA,18,NA
1892,"Atherina boyeri",8.2,NA,0.91,NA,NA,NA,NA,18,NA
1892,"Atherina boyeri",16.7,16.7,0.16,NA,NA,NA,NA,NA,NA
1892,"Atherina boyeri",12.8,12.8,0.26,NA,NA,NA,NA,NA,NA
1892,"Atherina boyeri",10.6,10.6,1.191,NA,NA,NA,NA,NA,NA
1892,"Atherina boyeri",9.9,9.9,0.973,NA,NA,NA,NA,NA,NA
1892,"Atherina boyeri",12,12,0.23,NA,NA,NA,NA,NA,NA
1892,"Atherina boyeri",7.5,7.5,0.67,NA,NA,NA,NA,NA,NA
1892,"Atherina boyeri",12.3,NA,0.375,NA,NA,NA,NA,NA,NA
55,"Atherina presbyter",13.7,15.4,0.7,NA,NA,NA,NA,12,NA
7830,"Atherinella brasiliensis",17,NA,0.825,NA,NA,NA,NA,NA,NA
7830,"Atherinella brasiliensis",16,NA,0.884,NA,NA,NA,NA,NA,NA
40663,"Chirostoma attenuatum",8.88,NA,0.204,NA,NA,NA,NA,16.4,NA
40622,"Chirostoma estor",34.7,NA,0.294,NA,NA,NA,NA,16.4,NA
40622,"Chirostoma estor",43,NA,0.195,NA,NA,NA,NA,16.4,NA
40661,"Chirostoma grandocule",9.4,NA,0.175,NA,NA,NA,NA,16.4,NA
40667,"Chirostoma humboldtianum",19.8,NA,0.107,NA,NA,NA,NA,NA,NA
40667,"Chirostoma humboldtianum",17.4,NA,0.159,NA,NA,NA,NA,NA,NA
40658,"Chirostoma patzcuaro",10.9,NA,0.32,NA,NA,NA,NA,16.4,NA
3434,"Labidesthes sicculus",9.2,9.2,3.7,NA,NA,NA,NA,NA,NA
3435,"Leuresthes tenuis",18.4,18.4,0.39,NA,NA,NA,NA,15,NA
3435,"Leuresthes tenuis",17.8,17.8,0.33,NA,NA,NA,NA,15,NA
3439,"Menidia extensa",10.4,10.4,1.04,NA,NA,NA,NA,21.1,NA
3439,"Menidia extensa",9.6,9.6,1.36,NA,NA,NA,NA,21.1,NA
353,"Menidia menidia",12.8,13.6,1.04,NA,NA,NA,NA,NA,NA
353,"Menidia menidia",13,14.6,1.39,NA,NA,NA,NA,15,NA
353,"Menidia menidia",12.2,13,1,NA,NA,NA,NA,10,NA
353,"Menidia menidia",13.9,13.9,1.24,NA,NA,NA,NA,15,NA
4896,"Odontesthes bonariensis",38.2,NA,0.555,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",38.2,NA,0.555,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",28.5,NA,0.911,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",28.6,NA,0.995,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",30.5,NA,0.746,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",30.7,NA,0.772,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",30.7,NA,1.375,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",31.2,NA,0.658,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",31.6,NA,1.072,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",31.8,NA,0.337,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",32.4,NA,1.458,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",33.3,NA,0.743,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",33.3,NA,0.764,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",33.4,NA,0.749,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",37.9,NA,0.445,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",38.7,NA,0.889,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",39.3,NA,0.398,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",39.6,NA,0.36,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",40,NA,0.378,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",44.7,NA,0.388,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",46.3,NA,0.553,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",47.9,NA,0.476,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",48.4,NA,0.219,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",48.7,NA,0.749,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",48.9,NA,0.383,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",50,NA,0.548,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",53.7,NA,0.593,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",53.9,NA,0.187,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",55.3,NA,0.614,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",55.9,NA,0.482,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",55.9,NA,0.887,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",56.3,NA,0.476,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",58.2,NA,0.102,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",59.3,NA,0.355,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",59.3,NA,0.363,NA,NA,NA,NA,NA,NA
4896,"Odontesthes bonariensis",87.6,NA,0.2403,NA,NA,NA,NA,NA,NA
8483,"Odontesthes regia",25,25,0.69,NA,NA,NA,NA,18,NA
44537,"Ageneiosus militaris",47.9,47.9,0.29,NA,NA,NA,NA,20,NA
40834,"Ageneiosus ucayalensis",35,NA,0.26,NA,NA,NA,NA,NA,NA
40834,"Ageneiosus ucayalensis",35,NA,0.41,NA,NA,NA,NA,NA,NA
43415,"Auchenipterus nuchalis",33,NA,0.65,NA,NA,NA,NA,NA,NA
3466,"Aulorhynchus flavidus",19.9,19.9,0.52,NA,NA,NA,NA,18,NA
5738,"Bagrus bajad",82,NA,0.18,NA,NA,NA,NA,28,NA
5738,"Bagrus bajad",84,NA,0.259,NA,NA,NA,NA,NA,NA
5738,"Bagrus bajad",57.99,NA,0.067,NA,NA,NA,NA,NA,NA
5738,"Bagrus bajad",74.37,NA,0.273,NA,NA,NA,NA,NA,NA
5738,"Bagrus bajad",82.67,NA,0.081,NA,NA,NA,NA,NA,NA
5738,"Bagrus bajad",54.58,NA,0.107,NA,NA,NA,NA,NA,NA
5738,"Bagrus bajad",70.05,NA,0.323,NA,NA,NA,NA,NA,NA
5738,"Bagrus bajad",86.11,NA,0.074,NA,NA,NA,NA,NA,NA
5738,"Bagrus bajad",55.9,NA,0.082,NA,NA,NA,NA,NA,NA
5738,"Bagrus bajad",73.5,NA,0.241,NA,NA,NA,NA,NA,NA
5738,"Bagrus bajad",78.69,NA,0.205,NA,NA,NA,NA,NA,NA
5738,"Bagrus bajad",79.43,NA,0.197,NA,NA,NA,NA,NA,NA
5738,"Bagrus bajad",85.9,NA,0.081,NA,NA,NA,NA,NA,NA
6840,"Bagrus docmak",78.4,78.4,0.18,NA,NA,NA,NA,25.5,NA
6840,"Bagrus docmak",102,102,0.17,NA,NA,NA,NA,25.5,NA
6840,"Bagrus docmak",85,85,0.35,NA,NA,NA,NA,28,NA
6840,"Bagrus docmak",82.5,99.7,0.08,NA,NA,NA,NA,NA,NA
6840,"Bagrus docmak",61.94,NA,0.069,NA,NA,NA,NA,NA,NA
6840,"Bagrus docmak",59.5,NA,0.077,NA,NA,NA,NA,NA,NA
6840,"Bagrus docmak",64.1,77.8,0.069,NA,NA,NA,NA,NA,NA
6840,"Bagrus docmak",114,NA,0.069,NA,NA,NA,NA,NA,NA
6840,"Bagrus docmak",131.2,NA,0.068,NA,NA,NA,NA,NA,NA
6840,"Bagrus docmak",142.83,NA,0.104,NA,NA,NA,NA,NA,NA
4943,"Bagrus meridionalis",109,109,0.092,NA,NA,NA,NA,25.5,4
4943,"Bagrus meridionalis",105,105,0.091,NA,NA,NA,NA,25.5,4
6504,"Coreobagrus ichikawai",9.35,NA,0.51,NA,NA,NA,NA,NA,NA
18323,"Hemibagrus baramensis",25.5,NA,0.344,NA,NA,NA,NA,29,NA
18323,"Hemibagrus baramensis",29.1,NA,0.369,NA,NA,NA,NA,29,NA
18323,"Hemibagrus baramensis",30,NA,0.359,NA,NA,NA,NA,29,NA
19598,"Mystus tengara",16,NA,0.9,NA,NA,NA,NA,26,NA
19598,"Mystus tengara",16,NA,0.9,NA,NA,NA,NA,26,NA
19598,"Mystus tengara",16,NA,1,NA,NA,NA,NA,26,NA
38670,"Pelteobagrus ussuriensis",33.1,NA,0.24,NA,NA,NA,NA,NA,NA
38670,"Pelteobagrus ussuriensis",73,NA,0.11,NA,NA,NA,NA,NA,NA
5774,"Sperata aor",86,86,0.23,NA,NA,NA,NA,NA,NA
7628,"Balistes capriscus",40.8,49.12987,0.43,NA,NA,NA,NA,16,NA
7628,"Balistes capriscus",43.8,53.02597,0.383,NA,NA,NA,NA,25,NA
7628,"Balistes capriscus",49.2,60.03896,0.382,NA,NA,NA,NA,24.8,NA
7628,"Balistes capriscus",53.1,NA,0.18,NA,NA,NA,NA,24,NA
7628,"Balistes capriscus",36.7,36.7,0.274,NA,NA,NA,NA,NA,NA
7628,"Balistes capriscus",39,39,0.256,NA,NA,NA,NA,NA,NA
7628,"Balistes capriscus",46.6,NA,0.362,NA,NA,NA,NA,NA,NA
4472,"Balistes polylepis",55.8,55.8,0.17,NA,NA,NA,NA,NA,NA
27,"Balistes vetula",45,56.9,0.57,NA,NA,NA,NA,28,NA
27,"Balistes vetula",60,75.94936,0.23,NA,NA,NA,NA,28.2,1.9
27,"Balistes vetula",41.5,52.53165,0.3,NA,NA,NA,NA,28,1.9
27,"Balistes vetula",53.8,53.8,0.15,NA,NA,NA,NA,27.5,NA
27,"Balistes vetula",44.1,NA,0.14,NA,NA,NA,NA,NA,NA
6341,"Pseudobalistes flavimarginatus",56,62.92135,0.49,NA,NA,NA,NA,29,NA
6136,"Rhinecanthus aculeatus",28.3,28.3,0.4,NA,NA,NA,NA,27,NA
18141,"Glaniopsis hanitschi",5.1,NA,0.318,NA,NA,NA,NA,29,NA
18002,"Bathylagus pacificus",27,27,0.14,NA,NA,NA,NA,4,NA
2899,"Leuroglossus stilbius",17.8,NA,0.24,NA,NA,NA,NA,NA,NA
12873,"Pseudobathylagus milleri",18.8,NA,0.45,NA,NA,NA,NA,NA,NA
3263,"Opsanus beta",30,30,0.218,NA,NA,NA,NA,20,NA
3263,"Opsanus beta",20.1,20.1,0.79,NA,NA,NA,NA,NA,NA
3263,"Opsanus beta",39.4,39.4,0.3,NA,NA,NA,NA,NA,NA
3265,"Opsanus tau",24.1,24.1,0.41,NA,NA,NA,NA,15,NA
3265,"Opsanus tau",38.1,38.1,0.106,NA,NA,NA,NA,15,NA
3265,"Opsanus tau",37.9,37.9,0.16,NA,NA,NA,NA,23,NA
13258,"Porichthys porosissimus",36.9,36.9,0.27,NA,NA,NA,NA,18.2,NA
13258,"Porichthys porosissimus",37,37,0.285,NA,NA,NA,NA,18.2,NA
988,"Ablennes hians",123,127,0.605,NA,NA,NA,NA,27,NA
57,"Belone belone",62.2,NA,0.249,NA,NA,NA,NA,NA,NA
57,"Belone belone",54.3,NA,0.336,NA,NA,NA,NA,NA,NA
57,"Belone belone",61.4,61.4,0.109,NA,NA,NA,NA,NA,NA
57,"Belone belone",51.6,54.8,0.468,NA,NA,NA,NA,NA,NA
58066,"Belone euxini",56,56,0.3249,NA,NA,NA,NA,NA,NA
1337,"Beryx decadactylus",53.7,53.7,0.163,NA,NA,NA,NA,NA,NA
1337,"Beryx decadactylus",56.3,56.3,0.107,NA,NA,NA,NA,NA,NA
1337,"Beryx decadactylus",59.8,NA,0.08,NA,NA,NA,NA,8.85,6.9
1337,"Beryx decadactylus",57.4,NA,0.079,NA,NA,NA,NA,8.85,6.9
1337,"Beryx decadactylus",58.1,NA,0.11,NA,NA,NA,NA,NA,NA
1337,"Beryx decadactylus",68.4,NA,0.11,NA,NA,NA,NA,NA,NA
1337,"Beryx decadactylus",70.1,NA,0.07,NA,NA,NA,NA,NA,NA
1338,"Beryx splendens",57.5,69.27711,0.088,NA,NA,NA,NA,11,NA
1338,"Beryx splendens",49.1,59.2,0.144,NA,NA,NA,NA,11,NA
1338,"Beryx splendens",51.1,61.56627,0.11,NA,NA,NA,NA,11,NA
1338,"Beryx splendens",54.9,66.14458,0.093,NA,NA,NA,NA,11,NA
1338,"Beryx splendens",44.8,44.8,0.209,NA,NA,NA,NA,20,NA
1338,"Beryx splendens",45.8,45.8,0.17,NA,NA,NA,NA,20,NA
1338,"Beryx splendens",45.8,NA,0.323,NA,NA,NA,NA,12,NA
1338,"Beryx splendens",54.4,NA,0.181,NA,NA,NA,NA,12,NA
1338,"Beryx splendens",50.8,61.2,0.134,NA,NA,NA,NA,21,NA
1338,"Beryx splendens",45.2,54.5,0.146,NA,NA,NA,NA,21,NA
1338,"Beryx splendens",45,52.35409,0.15,NA,NA,NA,NA,18,NA
1338,"Beryx splendens",44.4,51.65603,0.132,NA,NA,NA,NA,18,NA
1338,"Beryx splendens",43.1,52,0.17,NA,NA,NA,NA,18,NA
1338,"Beryx splendens",44.5,54,0.15,NA,NA,NA,NA,18,NA
1338,"Beryx splendens",58.7,71,0.06,NA,NA,NA,NA,18,NA
1338,"Beryx splendens",54.2,NA,0.133,NA,NA,NA,NA,18,NA
1338,"Beryx splendens",37.8,40.8,0.439,NA,NA,NA,NA,12,NA
1338,"Beryx splendens",54.4,NA,0.188,NA,NA,NA,NA,18,NA
1338,"Beryx splendens",65.6,NA,0.137,NA,NA,NA,NA,18,NA
1338,"Beryx splendens",57.5,NA,0.08,NA,NA,NA,NA,12,NA
1338,"Beryx splendens",51.1,NA,0.11,NA,NA,NA,NA,12,NA
1338,"Beryx splendens",57.1,NA,0.081,NA,NA,NA,NA,NA,NA
1338,"Beryx splendens",49.1,NA,0.099,NA,NA,NA,NA,NA,NA
14033,"Centroberyx affinis",26.5,NA,0.24,NA,NA,NA,NA,12,NA
14033,"Centroberyx affinis",23.9,NA,0.26,NA,NA,NA,NA,12,NA
9521,"Lipophrys pholis",17,17,0.3,NA,NA,NA,NA,17,NA
15045,"Parablennius ruber",13.2,13.2,0.62,NA,NA,NA,NA,NA,NA
1897,"Salaria pavo",15,15,0.5,NA,NA,NA,NA,19,NA
51,"Arnoglossus laterna",15.8,15.8,0.57,NA,NA,NA,NA,15.5,NA
51,"Arnoglossus laterna",15.8,15.8,0.84,NA,NA,NA,NA,13,NA
51,"Arnoglossus laterna",15.2,15.2,1.032,NA,NA,NA,NA,13,NA
51,"Arnoglossus laterna",14.6,14.6,0.15,NA,NA,NA,NA,NA,NA
51,"Arnoglossus laterna",15.9,15.9,0.14,NA,NA,NA,NA,NA,NA
51,"Arnoglossus laterna",17.3,NA,0.258,0.08,NA,NA,NA,NA,NA
51,"Arnoglossus laterna",16.9,NA,0.236,NA,NA,NA,NA,NA,NA
53,"Arnoglossus thori",18.2,18.2,0.51,NA,NA,NA,NA,11,NA
53,"Arnoglossus thori",16.6,16.6,0.585,NA,NA,NA,NA,11,NA
221,"Bothus podas",17.4,20.8,0.433,NA,NA,NA,NA,NA,NA
221,"Bothus podas",16.5,19.8,0.732,NA,NA,NA,NA,NA,NA
405,"Brama brama",70.5,70.5,0.084,NA,NA,NA,NA,NA,NA
3751,"Brama japonica",64.5,75.31073,0.185,NA,NA,NA,NA,15,12
20134,"Brycon cephalus",58.8,58.8,0.473,NA,NA,NA,NA,NA,NA
9017,"Brycon guatemalensis",45.7,45.7,0.359,NA,NA,NA,NA,23,NA
46380,"Salminus brasiliensis",106,106,0.21,NA,NA,NA,NA,20,NA
46380,"Salminus brasiliensis",105,NA,0.23,NA,NA,NA,NA,NA,NA
8490,"Cataetyx alleni",9.95,9.95,0.942,NA,NA,NA,NA,14,NA
952,"Pterocaesio pisang",17.5,17.5,1.054,NA,NA,NA,NA,28.5,NA
5636,"Hoplosternum littorale",16.7,NA,0.57,NA,NA,NA,NA,NA,NA
5636,"Hoplosternum littorale",24,24,1.25,NA,NA,NA,NA,NA,NA
4918,"Callionymus belcheri",10.5,NA,0.411,NA,NA,NA,NA,21,NA
4918,"Callionymus belcheri",11,NA,0.477,NA,NA,NA,NA,21,NA
34,"Callionymus lyra",17.5,17.5,0.55,NA,NA,NA,NA,12,NA
34,"Callionymus lyra",25,25,0.43,NA,NA,NA,NA,12,NA
181,"Callorhinchus capensis",109,NA,0.0515,NA,NA,NA,NA,15,NA
181,"Callorhinchus capensis",68.5,NA,0.171,NA,NA,NA,NA,15,NA
4944,"Callorhinchus milii",149,165.55556,0.262,NA,NA,NA,NA,12,NA
4944,"Callorhinchus milii",157,174.44444,0.096,NA,NA,NA,NA,11,NA
4944,"Callorhinchus milii",204,226.66667,0.06,NA,NA,NA,NA,11,NA
4944,"Callorhinchus milii",74.7,83,0.231,NA,NA,NA,NA,11,NA
4944,"Callorhinchus milii",142,157.77777,0.089,NA,NA,NA,NA,11,NA
4944,"Callorhinchus milii",94.1,NA,0.224,NA,NA,NA,NA,NA,NA
4944,"Callorhinchus milii",114,NA,0.195,NA,NA,NA,NA,NA,NA
4944,"Callorhinchus milii",62.7,NA,0.466,NA,NA,NA,NA,NA,NA
4944,"Callorhinchus milii",66.9,NA,0.473,NA,NA,NA,NA,NA,NA
64,"Capros aper",12.9,NA,0.186,NA,NA,NA,NA,NA,NA
64,"Capros aper",11.4,NA,0.432,NA,NA,NA,NA,NA,NA
64,"Capros aper",11.1,NA,0.415,NA,NA,NA,NA,NA,NA
64,"Capros aper",16.5,NA,0.145,0.007,NA,0.126,0.162,NA,NA
64,"Capros aper",14.4,NA,0.181,0.01,NA,0.156,0.211,NA,NA
16,"Alectis indica",105,120.68965,0.17,NA,NA,NA,NA,29,NA
2085,"Alepes djedaba",17,20,1.2,NA,NA,NA,NA,28.7,NA
2085,"Alepes djedaba",32.6,32.6,0.61,NA,NA,NA,NA,27,NA
2099,"Alepes kleinii",17.1,17.1,0.83,NA,NA,NA,NA,27,NA
2086,"Alepes melanoptera",25,28.73563,0.85,NA,NA,NA,NA,28.7,NA
2125,"Atropus atropos",44,44,1,NA,NA,NA,NA,27,NA
2089,"Atule mate",24.5,27.22222,1,NA,NA,NA,NA,28.7,NA
2089,"Atule mate",30,33.33333,0.76,NA,NA,NA,NA,28.7,NA
2089,"Atule mate",24.7,24.7,0.58,NA,NA,NA,NA,27.5,NA
2089,"Atule mate",30.3,33.66666,0.81,NA,NA,NA,NA,28.7,NA
2089,"Atule mate",30.5,30.5,0.92,NA,NA,NA,NA,28,NA
