"","sname","DataSource.x","DataSource.y"
"2186","Thyrsites atun","Speciesmpack","FBmpack"
"2187","Tilapia guineensis","Speciesmpack",NA
"2188","Tilapia mariae","Speciesmpack",NA
"2189","Tilapia rendalli","Speciesmpack",NA
"2190","Tilapia sparrmanii","Speciesmpack",NA
"2191","Tilapia zillii","Speciesmpack",NA
"2192","Tinca tinca","Speciesmpack","FBmpack"
"2193","Tivela mactroides",NA,"FBmpack"
"2194","Todarodes pacificus",NA,"FBmpack"
"2195","Todarodes sagittatus",NA,"FBmpack"
"2196","Tor khudree","Speciesmpack",NA
"2197","Tor putitora","Speciesmpack",NA
"2198","Tor tor","Speciesmpack",NA
"2199","Torpedo spp",NA,"FBmpack"
"2200","Torpedo torpedo","Speciesmpack",NA
"2201","Totoaba macdonaldi","Speciesmpack",NA
"2202","Toxotes chatareus","Speciesmpack",NA
"2203","Trachichthyidae",NA,"FBmpack"
"2204","Trachinotus blochii",NA,"FBmpack"
"2205","Trachinotus falcatus","Speciesmpack",NA
"2206","Trachinotus mookalee",NA,"FBmpack"
"2207","Trachinotus spp",NA,"FBmpack"
"2208","Trachinus draco",NA,"FBmpack"
"2209","Trachipterus spp",NA,"FBmpack"
"2210","Trachurus capensis","Speciesmpack","FBmpack"
"2211","Trachurus declivis","Speciesmpack","FBmpack"
"2212","Trachurus indicus","Speciesmpack",NA
"2213","Trachurus japonicus","Speciesmpack","FBmpack"
"2214","Trachurus lathami","Speciesmpack","FBmpack"
"2215","Trachurus mediterraneus","Speciesmpack","FBmpack"
"2216","Trachurus murphyi","Speciesmpack","FBmpack"
"2217","Trachurus novaezelandiae","Speciesmpack",NA
"2218","Trachurus picturatus",NA,"FBmpack"
"2219","Trachurus spp",NA,"FBmpack"
"2220","Trachurus symmetricus","Speciesmpack","FBmpack"
"2221","Trachurus trachurus","Speciesmpack","FBmpack"
"2222","Trachurus trecae","Speciesmpack","FBmpack"
"2223","Trachypenaeus curvirostris",NA,"FBmpack"
"2224","Trachyrincus scabrus","Speciesmpack",NA
"2225","Trematomus bernacchii","Speciesmpack",NA
"2226","Trematomus hansoni","Speciesmpack",NA
"2227","Triacanthus biaculeatus","Speciesmpack",NA
"2228","Triakis semifasciata","Speciesmpack",NA
"2229","Trichiuridae",NA,"FBmpack"
"2230","Trichiurus lepturus","Speciesmpack","FBmpack"
"2231","Trichogaster fasciata","Speciesmpack",NA
"2232","Trigla lyra","Speciesmpack",NA
"2233","Triglidae",NA,"FBmpack"
"2234","Trigloporus lastoviza","Speciesmpack",NA
"2235","Trinectes maculatus","Speciesmpack",NA
"2236","Trisopterus esmarkii","Speciesmpack","FBmpack"
"2237","Trisopterus luscus","Speciesmpack","FBmpack"
"2238","Trisopterus minutus","Speciesmpack","FBmpack"
"2239","Tropheus moorii","Speciesmpack",NA
"2240","Turbo cornutus",NA,"FBmpack"
"2241","Tursiops truncatus",NA,"FBmpack"
"2242","Tylosurus crocodilus",NA,"FBmpack"
"2243","Tylosurus spp",NA,"FBmpack"
"2244","Typhlichthys subterraneus","Speciesmpack",NA
"2245","Ulva pertusa",NA,"FBmpack"
"2246","Ulvaria subbifurcata","Speciesmpack",NA
"2247","Umbra krameri","Speciesmpack",NA
"2248","Umbra limi","Speciesmpack",NA
"2249","Umbra pygmaea","Speciesmpack",NA
"2250","Umbrina canariensis","Speciesmpack","FBmpack"
"2251","Umbrina canosai","Speciesmpack","FBmpack"
"2252","Umbrina cirrosa","Speciesmpack","FBmpack"
"2253","Umbrina ronchus","Speciesmpack",NA
"2254","Undaria pinnatifida",NA,"FBmpack"
"2255","Upeneus heemstra","Speciesmpack",NA
"2256","Upeneus japonicus","Speciesmpack",NA
"2257","Upeneus luzonius","Speciesmpack",NA
"2258","Upeneus moluccensis","Speciesmpack",NA
"2259","Upeneus spp",NA,"FBmpack"
"2260","Upeneus sulphureus","Speciesmpack",NA
"2261","Upeneus tragula","Speciesmpack",NA
"2262","Upeneus vittatus","Speciesmpack",NA
"2263","Uranoscopus scaber",NA,"FBmpack"
"2264","Uraspis helvola","Speciesmpack",NA
"2265","Urolophus halleri","Speciesmpack",NA
"2266","Urophycis brasiliensis","Speciesmpack","FBmpack"
"2267","Urophycis chuss","Speciesmpack","FBmpack"
"2268","Urophycis cirrata","Speciesmpack",NA
"2269","Urophycis tenuis","Speciesmpack","FBmpack"
"2270","Valamugil buchanani","Speciesmpack",NA
"2271","Valamugil seheli",NA,"FBmpack"
"2272","Variola louti","Speciesmpack",NA
"2273","Veneridae",NA,"FBmpack"
"2274","Venerupis pullastra",NA,"FBmpack"
"2275","Verasper variegatus","Speciesmpack",NA
"2276","Vimba vimba","Speciesmpack","FBmpack"
"2277","Wallago attu","Speciesmpack",NA
"2278","Xeneretmus latifrons","Speciesmpack",NA
"2279","Xenocypris macrolepis","Speciesmpack",NA
"2280","Xiphias gladius","Speciesmpack","FBmpack"
"2281","Xiphocheilus typus","Speciesmpack",NA
"2282","Xiphopenaeus kroyeri",NA,"FBmpack"
"2283","Xiphopenaeus riveti",NA,"FBmpack"
"2284","Xiphopenaeus,Trachypenaeus spp",NA,"FBmpack"
"2285","Xyrichtys novacula","Speciesmpack",NA
"2286","Zalieutes elater","Speciesmpack",NA
"2287","Zaniolepis frenata","Speciesmpack",NA
"2288","Zaprora silenus","Speciesmpack",NA
"2289","Zearaja nasuta","Speciesmpack",NA
"2290","Zebrasoma flavescens","Speciesmpack",NA
"2291","Zebrasoma scopas","Speciesmpack",NA
"2292","Zebrasoma velifer","Speciesmpack",NA
"2293","Zeidae",NA,"FBmpack"
"2294","Zenopsis conchifer",NA,"FBmpack"
"2295","Zenopsis nebulosa","Speciesmpack",NA
"2296","Zenopsis nebulosus",NA,"FBmpack"
"2297","Zeus faber","Speciesmpack","FBmpack"
"2298","Zidona dufresnei",NA,"FBmpack"
"2299","Zoarces americanus","Speciesmpack",NA
"2300","Zoarces viviparus","Speciesmpack","FBmpack"
"2301","Zostera marina",NA,"FBmpack"
"2302","Zygochlamis delicatula",NA,"FBmpack"
